Ticker,AverageTarget,MaxTarget,LowTarget,CurrentPrice
ZYME,21.0,30.0,13.0,12.0
ZWS,36.0,40.0,29.0,37.0
ZVRA,23.0,26.0,18.0,9.0
ZVIA,3.0,3.0,3.0,3.0
ZUMZ,25.0,25.0,25.0,14.0
ZTS,212.0,244.0,160.0,159.0
ZTO,21.0,24.0,19.0,18.0
ZM,87.0,115.0,71.0,78.0
ZLAB,54.0,75.0,36.0,36.0
ZKH,4.0,4.0,4.0,3.0
ZK,31.0,38.0,26.0,25.0
ZION,57.0,71.0,40.0,54.0
ZIMV,16.0,23.0,10.0,10.0
ZIM,14.0,20.0,9.0,15.0
ZH,4.0,4.0,4.0,4.0
ZGN,8.0,10.0,7.0,9.0
ZG,81.0,95.0,60.0,70.0
ZEUS,41.0,41.0,41.0,34.0
ZETA,30.0,45.0,15.0,15.0
ZD,47.0,95.0,33.0,32.0
ZBRA,331.0,425.0,250.0,323.0
ZBIO,36.0,45.0,30.0,10.0
ZBH,111.0,135.0,95.0,93.0
Z,83.0,100.0,71.0,72.0
YUMC,48.0,60.0,37.0,45.0
YUM,157.0,185.0,135.0,150.0
YPF,41.0,59.0,25.0,32.0
YOU,32.0,45.0,26.0,29.0
YMM,15.0,18.0,10.0,12.0
YMAB,15.0,26.0,3.0,4.0
YETI,39.0,55.0,29.0,32.0
YELP,34.0,38.0,30.0,35.0
XYZ,74.0,115.0,50.0,69.0
XYL,143.0,165.0,125.0,132.0
XRX,9.0,11.0,8.0,5.0
XRAY,20.0,28.0,14.0,16.0
XPOF,13.0,19.0,9.0,9.0
XPEV,23.0,31.0,16.0,18.0
XPER,19.0,30.0,12.0,8.0
XPEL,58.0,58.0,58.0,39.0
XOMA,69.0,104.0,35.0,26.0
XOM,125.0,144.0,105.0,112.0
XNCR,28.0,34.0,6.0,8.0
XMTR,35.0,48.0,21.0,33.0
XIFR,16.0,30.0,9.0,8.0
XGN,7.0,8.0,7.0,6.0
XERS,6.0,8.0,4.0,4.0
XENE,54.0,67.0,47.0,34.0
XEL,75.0,80.0,68.0,68.0
WYNN,112.0,122.0,99.0,105.0
WY,33.0,38.0,30.0,26.0
WWD,228.0,291.0,160.0,252.0
WVE,20.0,36.0,10.0,6.0
WULF,7.0,11.0,4.0,5.0
WU,10.0,13.0,7.0,8.0
WTW,356.0,400.0,272.0,306.0
WTTR,14.0,16.0,14.0,9.0
WTS,231.0,275.0,199.0,255.0
WTRG,43.0,46.0,41.0,36.0
WTFC,135.0,157.0,115.0,131.0
WTBA,23.0,23.0,23.0,21.0
WT,12.0,15.0,10.0,12.0
WST,320.0,400.0,245.0,221.0
WSR,15.0,16.0,14.0,12.0
WSO,484.0,540.0,450.0,457.0
WSFS,62.0,68.0,55.0,59.0
WSC,40.0,54.0,32.0,28.0
WS,34.0,34.0,34.0,32.0
WRN,4.0,4.0,4.0,1.0
WRLD,10.0,10.0,10.0,174.0
WRBY,22.0,32.0,18.0,22.0
WRB,71.0,80.0,60.0,71.0
WPM,93.0,129.0,75.0,90.0
WPC,100.0,420.0,61.0,63.0
WOW,6.0,6.0,6.0,4.0
WOR,59.0,81.0,46.0,65.0
WOOF,3.0,4.0,2.0,3.0
WNEB,8.0,8.0,8.0,9.0
WMT,106.0,120.0,81.0,98.0
WMS,139.0,160.0,133.0,118.0
WMB,61.0,70.0,55.0,58.0
WM,251.0,277.0,229.0,226.0
WLK,90.0,101.0,76.0,81.0
WKC,29.0,32.0,26.0,29.0
WK,103.0,130.0,95.0,69.0
WIX,228.0,300.0,189.0,164.0
WING,362.0,440.0,255.0,325.0
WHF,10.0,12.0,9.0,9.0
WHD,52.0,57.0,48.0,45.0
WH,107.0,119.0,94.0,84.0
WGS,90.0,118.0,45.0,91.0
WGO,42.0,75.0,30.0,31.0
WFRD,96.0,142.0,62.0,54.0
WFG,100.0,115.0,90.0,75.0
WFC,78.0,90.0,57.0,83.0
WEX,176.0,255.0,135.0,151.0
WEST,10.0,13.0,9.0,6.0
WERN,30.0,52.0,21.0,29.0
WEN,16.0,29.0,13.0,11.0
WELL,168.0,242.0,137.0,152.0
WEAV,16.0,18.0,14.0,8.0
WDFC,301.0,322.0,280.0,253.0
WDC,63.0,90.0,40.0,65.0
WDAY,297.0,345.0,250.0,242.0
WD,102.0,110.0,95.0,75.0
WCN,212.0,230.0,195.0,179.0
WCC,212.0,245.0,180.0,194.0
WBTN,14.0,23.0,9.0,9.0
WBS,63.0,76.0,58.0,58.0
WBD,12.0,18.0,8.0,11.0
WBA,10.0,15.0,7.0,11.0
WAY,42.0,52.0,27.0,39.0
WASH,31.0,34.0,28.0,29.0
WALD,5.0,7.0,4.0,2.0
WAFD,30.0,32.0,29.0,31.0
WABC,52.0,55.0,50.0,51.0
WAB,216.0,240.0,194.0,213.0
VZLA,3.0,4.0,3.0,2.0
VZ,47.0,56.0,40.0,43.0
VYX,14.0,17.0,11.0,13.0
VYGR,13.0,30.0,5.0,3.0
VVX,62.0,80.0,51.0,49.0
VUZI,2.0,2.0,2.0,2.0
VTYX,10.0,14.0,6.0,2.0
VTS,26.0,33.0,19.0,23.0
VTRS,10.0,13.0,9.0,9.0
VTR,72.0,78.0,65.0,62.0
VTOL,50.0,50.0,50.0,34.0
VTMX,29.0,37.0,21.0,27.0
VTLE,30.0,50.0,16.0,17.0
VTEX,8.0,10.0,7.0,6.0
VSTS,11.0,16.0,5.0,6.0
VSTM,13.0,20.0,8.0,4.0
VST,176.0,231.0,120.0,191.0
VSH,20.0,22.0,19.0,17.0
VSEC,130.0,150.0,100.0,127.0
VSCO,24.0,45.0,15.0,20.0
VSAT,19.0,52.0,10.0,16.0
VRTX,511.0,586.0,420.0,454.0
VRTS,172.0,211.0,150.0,199.0
VRT,126.0,155.0,75.0,127.0
VRSN,277.0,305.0,250.0,281.0
VRSK,302.0,335.0,279.0,303.0
VRRM,27.0,29.0,23.0,25.0
VRNT,30.0,36.0,23.0,21.0
VRNS,55.0,67.0,45.0,51.0
VRNA,107.0,170.0,57.0,91.0
VREX,22.0,23.0,22.0,8.0
VRE,18.0,23.0,16.0,14.0
VRDN,37.0,61.0,27.0,15.0
VPG,28.0,28.0,28.0,29.0
VOYA,82.0,91.0,70.0,72.0
VNT,44.0,48.0,36.0,38.0
VNOM,57.0,72.0,47.0,38.0
VNO,37.0,48.0,28.0,37.0
VNET,9.0,20.0,5.0,7.0
VNDA,16.0,20.0,13.0,4.0
VMI,362.0,380.0,345.0,341.0
VMEO,7.0,9.0,5.0,3.0
VMC,302.0,320.0,285.0,266.0
VLY,10.0,12.0,8.0,9.0
VLTO,110.0,125.0,100.0,103.0
VLRS,7.0,12.0,4.0,4.0
VLO,150.0,177.0,118.0,143.0
VLN,4.0,4.0,4.0,2.0
VKTX,87.0,138.0,30.0,28.0
VIV,17.0,23.0,10.0,11.0
VITL,44.0,52.0,39.0,39.0
VIST,65.0,72.0,57.0,48.0
VIRT,37.0,43.0,28.0,44.0
VIRC,17.0,17.0,17.0,8.0
VIR,32.0,110.0,14.0,5.0
VIPS,15.0,19.0,12.0,14.0
VINP,13.0,13.0,13.0,9.0
VIK,49.0,61.0,39.0,55.0
VICR,43.0,43.0,43.0,46.0
VICI,35.0,38.0,33.0,33.0
VIAV,12.0,16.0,8.0,10.0
VHI,12.0,12.0,12.0,18.0
VGZ,2.0,2.0,2.0,1.0
VG,16.0,20.0,11.0,15.0
VFC,16.0,27.0,12.0,12.0
VERX,50.0,61.0,31.0,35.0
VEON,60.0,60.0,60.0,43.0
VENU,15.0,15.0,15.0,12.0
VEEV,269.0,329.0,192.0,277.0
VECO,30.0,47.0,20.0,20.0
VCTR,71.0,87.0,62.0,65.0
VC,98.0,126.0,74.0,103.0
VBTX,30.0,32.0,28.0,27.0
VBNK,13.0,22.0,10.0,11.0
VALE,11.0,15.0,9.0,10.0
VAL,51.0,90.0,37.0,45.0
VAC,92.0,140.0,55.0,80.0
V,372.0,425.0,319.0,358.0
UWMC,6.0,10.0,4.0,4.0
UVSP,29.0,31.0,27.0,32.0
UUUU,7.0,10.0,5.0,6.0
UTZ,17.0,22.0,13.0,13.0
UTL,55.0,55.0,55.0,52.0
UTHR,386.0,600.0,302.0,294.0
USPH,109.0,115.0,98.0,82.0
USNA,36.0,36.0,36.0,32.0
USM,82.0,85.0,78.0,64.0
USGO,26.0,26.0,26.0,8.0
USFD,77.0,95.0,12.0,78.0
USCB,19.0,21.0,16.0,16.0
USB,51.0,60.0,43.0,47.0
USAU,14.0,18.0,10.0,12.0
USAS,1.0,1.0,1.0,0.0
USAR,16.0,17.0,15.0,9.0
USAC,26.0,27.0,25.0,24.0
UROY,4.0,4.0,3.0,2.0
URI,766.0,921.0,565.0,784.0
URGN,32.0,50.0,16.0,13.0
URG,2.0,2.0,2.0,1.0
UPXI,16.0,16.0,16.0,3.0
UPWK,18.0,24.0,15.0,13.0
UPST,67.0,108.0,16.0,73.0
UPS,119.0,147.0,82.0,104.0
UPBD,34.0,38.0,30.0,26.0
UPB,56.0,75.0,38.0,11.0
UNTY,52.0,55.0,50.0,52.0
UNP,256.0,295.0,200.0,236.0
UNM,88.0,108.0,63.0,82.0
UNIT,5.0,8.0,4.0,4.0
UNH,415.0,700.0,270.0,308.0
UNFI,26.0,33.0,24.0,23.0
UNF,181.0,197.0,152.0,175.0
UMH,21.0,22.0,20.0,17.0
UMC,7.0,7.0,7.0,7.0
UMBF,122.0,146.0,105.0,110.0
UMAC,19.0,20.0,18.0,8.0
ULTA,462.0,550.0,330.0,477.0
ULS,69.0,77.0,58.0,70.0
ULH,29.0,29.0,29.0,28.0
ULCC,5.0,10.0,3.0,4.0
UL,70.0,73.0,67.0,61.0
UIS,6.0,6.0,6.0,4.0
UI,343.0,440.0,247.0,423.0
UHS,224.0,267.0,198.0,195.0
UGI,31.0,39.0,27.0,35.0
UFPT,252.0,252.0,252.0,256.0
UFPI,143.0,157.0,125.0,105.0
UFCS,30.0,32.0,28.0,28.0
UDR,46.0,52.0,41.0,40.0
UDMY,10.0,13.0,7.0,6.0
UCTT,37.0,60.0,26.0,24.0
UBSI,40.0,43.0,38.0,38.0
UBER,94.0,115.0,77.0,93.0
UAMY,3.0,5.0,1.0,2.0
UAL,104.0,140.0,80.0,82.0
UAA,7.0,11.0,4.0,7.0
U,24.0,34.0,15.0,26.0
TZOO,25.0,35.0,17.0,13.0
TYRA,30.0,33.0,28.0,10.0
TYL,680.0,775.0,570.0,590.0
TXT,88.0,107.0,63.0,82.0
TXRH,192.0,234.0,162.0,188.0
TXO,20.0,20.0,20.0,15.0
TXNM,54.0,61.0,50.0,56.0
TXG,14.0,25.0,6.0,13.0
TX,30.0,35.0,25.0,32.0
TWST,50.0,62.0,33.0,38.0
TWO,13.0,15.0,10.0,10.0
TWLO,126.0,170.0,70.0,120.0
TWI,11.0,11.0,11.0,10.0
TWFG,33.0,38.0,29.0,35.0
TW,149.0,212.0,125.0,138.0
TVTX,32.0,47.0,20.0,15.0
TVRD,71.0,78.0,65.0,22.0
TVGN,10.0,10.0,10.0,1.0
TV,3.0,7.0,2.0,2.0
TU,21.0,21.0,21.0,16.0
TTWO,228.0,275.0,170.0,240.0
TTMI,40.0,43.0,36.0,44.0
TTI,5.0,6.0,4.0,3.0
TTGT,19.0,37.0,8.0,6.0
TTEK,41.0,49.0,33.0,35.0
TTEC,9.0,16.0,3.0,5.0
TTE,69.0,87.0,60.0,63.0
TTD,97.0,155.0,57.0,74.0
TTC,82.0,90.0,76.0,74.0
TTAN,122.0,140.0,100.0,109.0
TTAM,17.0,19.0,15.0,12.0
TT,430.0,500.0,396.0,439.0
TSN,63.0,75.0,58.0,56.0
TSM,233.0,270.0,170.0,235.0
TSLX,22.0,25.0,21.0,24.0
TSHA,8.0,11.0,6.0,2.0
TSEM,60.0,60.0,60.0,47.0
TS,44.0,50.0,34.0,38.0
TRVI,20.0,29.0,7.0,5.0
TRVG,4.0,5.0,3.0,3.0
TRV,271.0,310.0,203.0,264.0
TRUP,53.0,62.0,41.0,52.0
TRU,109.0,130.0,84.0,91.0
TRTX,9.0,11.0,8.0,8.0
TRS,40.0,40.0,40.0,29.0
TRP,62.0,74.0,42.0,48.0
TROW,94.0,120.0,80.0,100.0
TRNS,114.0,130.0,85.0,89.0
TRNO,65.0,77.0,56.0,57.0
TRN,27.0,31.0,24.0,29.0
TRML,49.0,70.0,25.0,16.0
TRMK,39.0,43.0,36.0,38.0
TRMD,27.0,32.0,23.0,17.0
TRMB,88.0,92.0,84.0,78.0
TRIP,17.0,24.0,13.0,17.0
TRIN,15.0,16.0,13.0,14.0
TREE,64.0,70.0,58.0,38.0
TRDA,25.0,29.0,20.0,7.0
TPVG,6.0,8.0,5.0,7.0
TPR,88.0,110.0,60.0,90.0
TPL,917.0,917.0,917.0,1.0
TPH,41.0,43.0,37.0,32.0
TPG,60.0,73.0,42.0,54.0
TPC,43.0,50.0,38.0,48.0
TPB,76.0,85.0,65.0,73.0
TOWN,40.0,41.0,39.0,35.0
TOST,41.0,50.0,28.0,43.0
TOI,7.0,7.0,7.0,2.0
TNXP,585.0,1.0,70.0,35.0
TNL,59.0,72.0,39.0,56.0
TNK,50.0,55.0,46.0,44.0
TNGX,12.0,19.0,8.0,5.0
TNET,96.0,140.0,74.0,74.0
TNDM,33.0,59.0,20.0,17.0
TNC,125.0,125.0,125.0,81.0
TMP,69.0,70.0,68.0,66.0
TMHC,76.0,85.0,69.0,63.0
TME,16.0,26.0,13.0,19.0
TMDX,127.0,178.0,75.0,128.0
TMCI,10.0,16.0,8.0,6.0
TMC,6.0,11.0,3.0,7.0
TLX,22.0,23.0,22.0,16.0
TLSI,10.0,12.0,10.0,5.0
TLRY,1.0,3.0,1.0,0.0
TLN,255.0,366.0,185.0,292.0
TKR,79.0,90.0,65.0,76.0
TKO,168.0,195.0,129.0,176.0
TKNO,8.0,12.0,5.0,5.0
TJX,141.0,164.0,120.0,125.0
TIXT,4.0,7.0,3.0,3.0
TITN,21.0,25.0,16.0,21.0
TIMB,17.0,17.0,16.0,20.0
TILE,30.0,30.0,30.0,22.0
TIL,119.0,180.0,52.0,28.0
TIGR,8.0,9.0,7.0,9.0
TIGO,38.0,50.0,32.0,37.0
TIC,11.0,11.0,11.0,11.0
THS,27.0,40.0,20.0,20.0
THRY,21.0,26.0,16.0,12.0
THO,87.0,125.0,65.0,92.0
THG,179.0,205.0,170.0,163.0
THFF,55.0,58.0,54.0,56.0
THC,183.0,230.0,137.0,171.0
TGTX,40.0,55.0,22.0,37.0
TGT,116.0,180.0,82.0,104.0
TGS,40.0,40.0,40.0,27.0
TGNA,20.0,21.0,18.0,17.0
TGLS,83.0,100.0,59.0,77.0
TGI,20.0,26.0,12.0,25.0
TFX,164.0,290.0,137.0,119.0
TFSL,15.0,15.0,15.0,13.0
TFPM,24.0,26.0,23.0,24.0
TFIN,68.0,109.0,55.0,63.0
TFC,48.0,60.0,41.0,45.0
TEX,51.0,66.0,30.0,49.0
TEVA,24.0,30.0,20.0,17.0
TERN,15.0,20.0,7.0,4.0
TER,114.0,145.0,69.0,92.0
TEO,10.0,13.0,8.0,8.0
TENB,40.0,54.0,28.0,34.0
TEN,30.0,40.0,21.0,20.0
TEM,63.0,75.0,48.0,60.0
TECX,83.0,101.0,69.0,21.0
TECK,64.0,80.0,41.0,41.0
TECH,72.0,90.0,59.0,53.0
TEAM,282.0,380.0,211.0,213.0
TDY,554.0,626.0,470.0,517.0
TDW,69.0,70.0,68.0,48.0
TDUP,7.0,7.0,7.0,7.0
TDS,50.0,53.0,47.0,35.0
TDOC,9.0,12.0,7.0,8.0
TDG,1.0,1.0,1.0,1.0
TDC,27.0,35.0,21.0,23.0
TD,93.0,93.0,93.0,74.0
TCPC,7.0,7.0,6.0,7.0
TCOM,77.0,85.0,70.0,58.0
TCBX,35.0,39.0,26.0,34.0
TCBK,47.0,53.0,43.0,42.0
TCBI,78.0,90.0,60.0,85.0
TBPH,16.0,25.0,9.0,11.0
TBN,36.0,47.0,31.0,19.0
TBLA,4.0,5.0,4.0,3.0
TBI,10.0,10.0,10.0,6.0
TBCH,12.0,16.0,9.0,14.0
TBBB,34.0,37.0,31.0,27.0
TATT,36.0,37.0,35.0,31.0
TASK,17.0,21.0,15.0,16.0
TARS,66.0,84.0,51.0,41.0
TARA,20.0,25.0,12.0,2.0
TAP,60.0,86.0,50.0,49.0
TALO,14.0,20.0,11.0,8.0
TAL,12.0,17.0,10.0,10.0
TAC,19.0,20.0,19.0,10.0
T,28.0,34.0,18.0,28.0
SYY,83.0,95.0,77.0,76.0
SYNA,93.0,105.0,80.0,68.0
SYM,38.0,60.0,10.0,47.0
SYK,427.0,456.0,370.0,392.0
SYF,65.0,85.0,41.0,70.0
SYBT,77.0,81.0,68.0,83.0
SY,12.0,12.0,12.0,3.0
SXT,110.0,125.0,95.0,107.0
SXI,223.0,250.0,200.0,168.0
SXC,13.0,13.0,13.0,8.0
SWX,75.0,78.0,73.0,73.0
SWKS,79.0,110.0,52.0,76.0
SWKH,18.0,18.0,18.0,15.0
