Ticker,AverageTarget,MaxTarget,LowTarget,CurrentPrice
BTG,4.0,5.0,3.0,3.0
ASM,2.0,2.0,1.0,2.0
ELMD,38.0,38.0,38.0,22.0
NFGC,5.0,5.0,5.0,1.0
LEU,143.0,300.0,58.0,70.0
DC,7.0,7.0,7.0,2.0
INFU,13.0,13.0,13.0,4.0
REPX,47.0,47.0,47.0,25.0
GROY,3.0,5.0,2.0,1.0
NGD,3.0,4.0,3.0,3.0
PLX,15.0,15.0,15.0,2.0
SLI,3.0,4.0,3.0,1.0
VZLA,3.0,4.0,3.0,2.0
UAMY,2.0,5.0,1.0,3.0
SENS,2.0,2.0,2.0,0.0
CATX,12.0,20.0,5.0,2.0
EPM,6.0,6.0,6.0,4.0
WRN,4.0,4.0,4.0,1.0
IAUX,3.0,3.0,3.0,0.0
VGZ,2.0,2.0,2.0,1.0
MOS,32.0,55.0,28.0,30.0
PEN,302.0,340.0,245.0,296.0
HP,31.0,40.0,24.0,19.0
CPS,12.0,12.0,12.0,14.0
SAFE,25.0,35.0,17.0,15.0
HCI,140.0,150.0,120.0,146.0
GE,216.0,250.0,190.0,200.0
UWMC,7.0,10.0,4.0,4.0
VIV,19.0,23.0,18.0,9.0
JMIA,7.0,11.0,4.0,2.0
CMP,16.0,17.0,15.0,13.0
ANET,106.0,145.0,73.0,80.0
S,26.0,33.0,18.0,18.0
LU,2.0,3.0,2.0,2.0
AXTA,41.0,48.0,32.0,31.0
TDG,1.0,1.0,1.0,1.0
AME,198.0,225.0,158.0,167.0
EAF,1.0,2.0,1.0,0.0
CB,307.0,335.0,278.0,284.0
LC,16.0,19.0,12.0,10.0
VVV,42.0,49.0,38.0,34.0
WTRG,43.0,46.0,41.0,40.0
GTLS,197.0,250.0,160.0,135.0
NX,38.0,38.0,38.0,16.0
COLD,28.0,34.0,21.0,20.0
TPR,78.0,110.0,48.0,69.0
WPC,63.0,68.0,60.0,61.0
OKLO,46.0,58.0,30.0,24.0
ENOV,58.0,64.0,50.0,34.0
SBSW,5.0,6.0,4.0,4.0
DBI,4.0,5.0,4.0,2.0
GEF,75.0,93.0,56.0,53.0
