Ticker,AverageTarget,MaxTarget,LowTarget,CurrentPrice
ZWS,38.0,50.0,29.0,44.0
ZVRA,23.0,29.0,18.0,11.0
ZVIA,3.0,3.0,3.0,3.0
ZTS,204.0,244.0,155.0,147.0
ZTO,21.0,24.0,19.0,20.0
ZS,296.0,385.0,207.0,280.0
ZM,87.0,115.0,71.0,70.0
ZLAB,54.0,75.0,36.0,36.0
ZKH,4.0,4.0,4.0,3.0
ZK,31.0,38.0,26.0,28.0
ZIMV,17.0,23.0,10.0,18.0
ZIM,14.0,20.0,9.0,15.0
ZH,4.0,4.0,4.0,4.0
ZGN,8.0,10.0,7.0,7.0
ZG,82.0,95.0,60.0,77.0
ZETA,30.0,45.0,15.0,15.0
ZENA,9.0,9.0,9.0,4.0
ZD,47.0,95.0,33.0,29.0
ZBRA,341.0,425.0,254.0,335.0
ZBIO,36.0,45.0,30.0,15.0
ZBH,111.0,135.0,95.0,90.0
YUMC,48.0,60.0,37.0,46.0
YOU,32.0,45.0,26.0,28.0
YMM,15.0,18.0,10.0,10.0
YMAB,15.0,26.0,3.0,4.0
YEXT,9.0,10.0,8.0,7.0
YETI,39.0,55.0,29.0,35.0
YELP,34.0,38.0,30.0,33.0
XYZ,74.0,115.0,50.0,74.0
XYL,151.0,175.0,125.0,142.0
XRX,9.0,11.0,8.0,3.0
XRAY,19.0,25.0,14.0,14.0
XPRO,12.0,15.0,10.0,10.0
XPO,138.0,167.0,84.0,118.0
XPEV,23.0,31.0,16.0,18.0
XPER,13.0,15.0,12.0,5.0
XPEL,58.0,58.0,58.0,31.0
XOMA,69.0,104.0,35.0,24.0
XNCR,28.0,34.0,6.0,7.0
XMTR,35.0,48.0,21.0,31.0
XIFR,16.0,30.0,9.0,9.0
XHR,12.0,16.0,9.0,12.0
XGN,11.0,12.0,10.0,8.0
XERS,6.0,8.0,4.0,5.0
XENE,54.0,67.0,47.0,30.0
XEL,76.0,80.0,68.0,73.0
WYNN,114.0,127.0,100.0,107.0
WY,32.0,38.0,29.0,25.0
WWW,20.0,30.0,17.0,22.0
WWD,242.0,299.0,160.0,259.0
WVE,20.0,36.0,10.0,8.0
WU,8.0,10.0,7.0,7.0
WTW,367.0,400.0,305.0,314.0
WTTR,14.0,16.0,14.0,9.0
WTS,234.0,290.0,199.0,259.0
WTRG,43.0,46.0,41.0,38.0
WTFC,145.0,162.0,115.0,124.0
WT,12.0,15.0,10.0,12.0
WST,320.0,400.0,245.0,239.0
WSR,15.0,16.0,14.0,11.0
WSO,484.0,540.0,450.0,434.0
WSM,178.0,215.0,134.0,187.0
WSFS,66.0,70.0,64.0,53.0
WSC,36.0,40.0,32.0,25.0
WSBC,38.0,45.0,34.0,29.0
WS,34.0,34.0,34.0,29.0
WRN,4.0,4.0,4.0,1.0
WRLD,10.0,10.0,10.0,154.0
WRBY,23.0,30.0,18.0,23.0
WRB,71.0,80.0,60.0,69.0
WPM,93.0,129.0,75.0,92.0
WPC,65.0,67.0,61.0,64.0
WOW,6.0,6.0,6.0,3.0
WOR,59.0,81.0,46.0,61.0
WOOF,3.0,4.0,2.0,2.0
WOLF,11.0,20.0,3.0,1.0
WNS,68.0,76.0,53.0,74.0
WNEB,11.0,11.0,11.0,10.0
WNC,9.0,9.0,9.0,9.0
WMT,106.0,120.0,81.0,98.0
WMS,139.0,160.0,133.0,113.0
WMG,33.0,44.0,28.0,28.0
