Ticker,AverageTarget,MaxTarget,LowTarget,CurrentPrice
ZYME,21.0,30.0,13.0,12.0
ZVRA,23.0,26.0,18.0,9.0
ZVIA,3.0,3.0,3.0,3.0
ZUMZ,25.0,25.0,25.0,14.0
ZTS,212.0,244.0,160.0,159.0
ZTO,21.0,24.0,19.0,18.0
ZS,296.0,385.0,207.0,314.0
ZM,87.0,115.0,71.0,78.0
ZKH,4.0,4.0,4.0,3.0
ZK,31.0,38.0,26.0,25.0
ZION,57.0,71.0,40.0,54.0
ZIMV,16.0,23.0,10.0,10.0
ZIM,14.0,20.0,9.0,15.0
ZH,4.0,4.0,4.0,4.0
ZGN,8.0,10.0,7.0,9.0
ZG,81.0,95.0,60.0,70.0
ZEUS,41.0,41.0,41.0,34.0
ZETA,30.0,45.0,15.0,15.0
ZD,47.0,95.0,33.0,32.0
ZBRA,331.0,425.0,250.0,323.0
ZBH,111.0,135.0,95.0,93.0
Z,83.0,100.0,71.0,72.0
YUMC,48.0,60.0,37.0,45.0
YUM,157.0,185.0,135.0,150.0
YPF,41.0,59.0,25.0,32.0
YMM,15.0,18.0,10.0,12.0
YMAB,15.0,26.0,3.0,4.0
YEXT,9.0,10.0,8.0,8.0
YETI,39.0,55.0,29.0,32.0
YELP,34.0,38.0,30.0,35.0
XYZ,74.0,115.0,50.0,69.0
XYL,143.0,165.0,125.0,132.0
XRX,9.0,11.0,8.0,5.0
XRAY,20.0,28.0,14.0,16.0
XPRO,12.0,12.0,12.0,9.0
XPOF,13.0,19.0,9.0,9.0
XPEV,23.0,31.0,16.0,18.0
XPER,19.0,30.0,12.0,8.0
XPEL,58.0,58.0,58.0,39.0
XOMA,69.0,104.0,35.0,26.0
XOM,125.0,144.0,105.0,112.0
XNCR,28.0,34.0,6.0,8.0
XMTR,35.0,48.0,21.0,33.0
XIFR,16.0,30.0,9.0,8.0
XHR,12.0,16.0,9.0,13.0
XGN,7.0,8.0,7.0,6.0
XERS,6.0,8.0,4.0,4.0
XENE,54.0,67.0,47.0,34.0
XEL,75.0,80.0,68.0,68.0
WYNN,112.0,122.0,99.0,105.0
WY,33.0,38.0,30.0,26.0
WWW,19.0,22.0,17.0,19.0
WWD,228.0,291.0,160.0,252.0
WVE,20.0,36.0,10.0,6.0
WU,10.0,13.0,7.0,8.0
WTW,356.0,400.0,272.0,306.0
WTTR,14.0,16.0,14.0,9.0
WTS,231.0,275.0,199.0,255.0
WTRG,43.0,46.0,41.0,36.0
WTFC,135.0,157.0,115.0,131.0
WTBA,23.0,23.0,23.0,21.0
WT,12.0,15.0,10.0,12.0
WST,320.0,400.0,245.0,221.0
WSR,15.0,16.0,14.0,12.0
WSO,484.0,540.0,450.0,457.0
WSM,176.0,215.0,134.0,173.0
WSFS,62.0,68.0,55.0,59.0
WSC,40.0,54.0,32.0,28.0
WSBC,38.0,45.0,34.0,33.0
WS,34.0,34.0,34.0,32.0
WRN,4.0,4.0,4.0,1.0
WRBY,22.0,32.0,18.0,22.0
WRB,71.0,80.0,60.0,71.0
WPM,93.0,129.0,75.0,90.0
WOW,6.0,6.0,6.0,4.0
WOR,59.0,81.0,46.0,65.0
WOOF,3.0,4.0,2.0,3.0
WOLF,11.0,20.0,3.0,1.0
WNS,62.0,75.0,51.0,65.0
WNEB,8.0,8.0,8.0,9.0
WNC,9.0,9.0,9.0,11.0
WMT,106.0,120.0,81.0,98.0
WMS,139.0,160.0,133.0,118.0
WMG,34.0,44.0,23.0,29.0
WMB,61.0,70.0,55.0,58.0
WM,251.0,277.0,229.0,226.0
WLK,90.0,101.0,76.0,81.0
WLDN,51.0,56.0,47.0,73.0
WK,103.0,130.0,95.0,69.0
WIX,228.0,300.0,189.0,164.0
WING,362.0,440.0,255.0,325.0
WHF,10.0,12.0,9.0,9.0
WHD,52.0,57.0,48.0,45.0
WH,107.0,119.0,94.0,84.0
WGS,90.0,118.0,45.0,91.0
WGO,42.0,75.0,30.0,31.0
WFRD,96.0,142.0,62.0,54.0
WFG,100.0,115.0,90.0,75.0
